trial_id,generator,generator_type,fold,model,raw_loss,K_hat_scaled,complexity_weight,selected_penalty,penalized_loss
1,full_reciprocal_positive,positive,1,generic_hidden_oscillator,1.0401622629890483,1.0284731297143592,0.65,0.04,1.0661622629890484
1,full_reciprocal_positive,positive,1,colored_noise_alt,1.134085504266219,1.0284731297143592,0.5,0.04,1.154085504266219
1,full_reciprocal_positive,positive,2,full_reciprocal,0.8711804594623229,1.0284731297143592,1.0,0.04,0.911180459462323
1,full_reciprocal_positive,positive,2,eta_only,1.0629959525043298,1.0284731297143592,0.35,0.04,1.0769959525043298
1,full_reciprocal_positive,positive,2,zeta_only,1.0093808938888,1.0284731297143592,0.35,0.04,1.0233808938888
1,full_reciprocal_positive,positive,2,null_no_coupling,1.140933010128349,1.0284731297143592,0.0,0.04,1.140933010128349
1,full_reciprocal_positive,positive,2,replay_only_basis,1.09043184439045,1.0284731297143592,0.25,0.04,1.10043184439045
1,full_reciprocal_positive,positive,2,standard_ping,1.1532884562748205,1.0284731297143592,0.2,0.04,1.1612884562748205
1,full_reciprocal_positive,positive,2,sensory_drive_only,1.2146724363623136,1.0284731297143592,0.2,0.04,1.2226724363623136
1,full_reciprocal_positive,positive,2,generic_hidden_oscillator,1.0408332294060623,1.0284731297143592,0.65,0.04,1.0668332294060623
1,full_reciprocal_positive,positive,2,colored_noise_alt,1.1749158117313534,1.0284731297143592,0.5,0.04,1.1949158117313534
1,full_reciprocal_positive,positive,3,full_reciprocal,1.0636865650725504,1.0284731297143592,1.0,0.04,1.1036865650725505
1,full_reciprocal_positive,positive,3,eta_only,1.1505035688340168,1.0284731297143592,0.35,0.04,1.1645035688340168
1,full_reciprocal_positive,positive,3,zeta_only,1.0975076677752504,1.0284731297143592,0.35,0.04,1.1115076677752505
1,full_reciprocal_positive,positive,3,null_no_coupling,1.2091327387607882,1.0284731297143592,0.0,0.04,1.2091327387607882
1,full_reciprocal_positive,positive,3,replay_only_basis,1.2215530167850535,1.0284731297143592,0.25,0.04,1.2315530167850535
